VALUE,COUNT,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL
178,10,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,UN
179,28,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Great Lakes Wooded Dune and Swale,Riparian,D
180,26,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood,D
181,185,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine Barrens,Conifer,D
182,1062,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE
183,36,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE
184,824,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D
185,555,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,A
186,4426,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D
187,44,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,UN
188,12,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,A
189,1088,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban
190,114,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
191,39,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
192,988,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Developed-Roads,Developed-Roads,Urban
193,80,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Great Lakes Wooded Dune and Swale,Riparian,C
194,292,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,A
195,439,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN
196,223,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
197,264,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,B
198,278,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
199,1605,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE
200,97,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B
201,3,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C
202,22,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,D
203,515,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
204,22,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
205,20,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE
206,77,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Great Lakes Wooded Dune and Swale,Riparian,UN
207,3,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern Great Lakes Interdunal Wetland,Riparian,UN
208,22,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,E
209,668,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
210,4229,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Logged-Tree Cover,Conifer,E
211,56,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C
212,25,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,C
213,903,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,C
214,14,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Pine Barrens,Conifer,D
215,1799,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,D
216,5109,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,D
217,399,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,D
218,64,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
219,65,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C
220,26,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Great Lakes Wooded Dune and Swale,Riparian,E
221,200,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C
222,3198,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
223,335,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN
224,2124,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN
225,523,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
226,69,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
227,545,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
228,1686,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
229,942,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Developed-Roads,Developed-Roads,Urban
230,99,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Great Lakes Wooded Dune and Swale,Riparian,D
231,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B
232,393,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
233,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,C
234,30,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C
235,1412,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban
236,637,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Recently Logged-Shrub Cover,Shrubland,A
237,472,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban
238,5618,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Northeastern North American Temperate Forest Plantation,Conifer,UE
239,3421,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northeastern North American Temperate Forest Plantation,Conifer,UE
240,174,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
241,111,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
242,2587,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Recently Logged-Herb and Grass Cover,Grassland,A
243,693,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
244,174,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D
245,68,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Alkaline Fen,Riparian,A
246,581,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C
247,11584,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
248,537,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban
249,498,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Floodplain Forest,Riparian,C
250,515,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
251,5,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,A
252,20,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C
253,4509,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban
254,2298,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Logged-Herb and Grass Cover,Grassland,B
255,7,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,A
256,352,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Recently Logged-Shrub Cover,Shrubland,UN
257,673,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Logged-Shrub Cover,Shrubland,A
258,7375,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban
259,246,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
260,1090,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northeastern North American Temperate Forest Plantation,Conifer,UE
261,77,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture
262,73,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture
263,1667,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Recently Logged-Herb and Grass Cover,Grassland,A
264,1863,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C
265,988,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban
266,240,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Shrubland,Developed,Urban
267,135,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C
268,50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,A
269,163,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Floodplain Forest,Riparian,D
270,448,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,C
271,3,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,A
272,1310,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Acidic Rocky Outcrop Woodland,Conifer,UN
273,846,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Acidic Rocky Outcrop Woodland,Conifer,E
274,613,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Northeastern North American Temperate Forest Plantation,Conifer,UE
275,15,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,B
276,13,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,A
277,20,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,C
278,171,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D
279,101,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Shrub Swamp,Riparian,UN
280,89,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Wet Meadow,Riparian,UN
281,217,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Wet Meadow,Riparian,B
282,21,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Boreal-Laurentian Bog,Riparian,C
283,197,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,UN
284,417,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian,B
285,284,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,UN
286,184,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,C
287,6,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Alkaline Fen,Riparian,C
288,939,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,UN
289,265,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
290,105,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN
291,1410,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban
292,18,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous,UE
293,2287,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed,Urban
294,2613,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Urban Shrubland,Developed,Urban
295,1116,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Boreal-Laurentian Bog,Riparian,UN
296,141,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,D
297,250,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban
298,53,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,D
299,332,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban
300,547,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban
301,96,Barren-Rock/Sand/Clay,na,Barren-Rock/Sand/Clay,Laurentian-Acadian Acidic Cliff and Talus,Sparsely Vegetated,Barren or Sparse
302,4,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
303,35,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,B
304,97,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B
305,19,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,D
306,213,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
307,11,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Floodplain Shrubland,Riparian,UN
308,796,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban
309,8,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Northern Great Lakes Coastal Marsh,Riparian,A
310,118,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Great Lakes Wooded Dune and Swale,Riparian,C
311,28,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Wet Meadow,Riparian,A
312,507,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine Barrens,Conifer,UN
313,2,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Alkaline Fen,Riparian,UN
314,618,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN
315,1309,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Northeastern North American Temperate Forest Plantation,Conifer,UE
316,41,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Floodplain Shrubland,Riparian,A
317,513,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,UN
318,21,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,C
319,2159,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Logged-Shrub Cover,Shrubland,UN
320,22,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN
321,62,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
322,132,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,UN
323,9,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
324,1111,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban
325,119,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian,UN
326,173,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,D
327,110,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,A
328,42,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,UN
329,2,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Boreal-Laurentian Bog,Riparian,UN
330,16,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Shrub Swamp,Riparian,UN
331,27,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Wet Meadow,Riparian,UN
332,158,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C
333,55,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,C
334,5,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,B
335,1235,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D
336,51,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN
337,8,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C
338,90,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,C
339,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Pine-Oak Barrens,Conifer-Hardwood,D
340,62,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Northern & Central Native Ruderal Forest,Conifer-Hardwood,UE
341,28,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C
342,30,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Shrub Swamp,Riparian,UN
343,21,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C
344,26,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Wet Meadow,Riparian,UN
345,402,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Developed-Low Intensity,Developed-Low Intensity,Urban
346,26,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,B
347,14,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN
348,5,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,A
349,203,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Alkaline Fen,Riparian,A
350,252,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Herbaceous,Developed,Urban
351,6,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Alkaline Fen,Riparian,A
352,162,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
353,4,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,UN
354,10,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,UN
355,632,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban
356,8,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B
357,186,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE
358,3303,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Herb and Grass Cover,Grassland,A
359,10535,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Logged-Herb and Grass Cover,Grassland,UN
